temp_inst,umidade_inst,pressao_inst,vento_vel,vento_raj,chuva,radiacao
27.200694444444444,56.0,1011.7627777777777,1.9555555555555555,10.5,196.0,514246.9
26.20604838709677,55.45454545454545,1014.0774193548386,1.7693548387096776,11.5,433.6,432200.5
25.401527777777776,47.42857142857143,1016.4409722222222,1.6419444444444444,11.9,200.8,370069.2
24.946370967741935,94.12820512820512,1017.4915322580645,1.671236559139785,13.2,191.4,444009.7
25.28951612903226,71.78488372093024,1016.1220430107528,2.159005376344086,12.5,95.6,506781.5
25.647440273037542,67.65017064846417,1016.3348122866894,2.0825938566552904,20.3,46.2,417364.9
,,,,,0.0,0.0
26.606906077348068,69.05801104972376,1012.7743093922652,3.1607734806629835,11.2,10.6,334318.2
27.03212365591398,69.33333333333333,1012.2783602150537,2.9086021505376345,13.8,34.6,638179.0
27.580510752688173,70.9502688172043,1012.2225806451613,3.047715053763441,11.7,53.6,643081.7
27.976623376623376,71.69119769119769,1012.8936507936509,2.165945165945166,13.8,109.4,559597.5
28.95510752688172,68.58602150537635,1011.7985215053764,2.4153225806451615,13.0,89.4,621954.7
27.97861111111111,73.6,1011.5041666666667,1.6063888888888889,12.4,324.8,491120.6
26.796370967741936,73.18817204301075,1013.6220430107528,1.6008064516129032,12.4,327.0,424661.4
25.651527777777776,71.92916666666666,1015.8880555555556,1.6765277777777776,11.2,251.6,388765.7
25.443472409152086,67.4764468371467,1018.0592193808883,1.6872139973082099,13.0,147.4,455757.2
25.518682795698926,66.33333333333333,1017.6522849462366,1.938978494623656,11.8,76.0,510609.8
26.09597222222222,63.32222222222222,1016.5258333333333,2.292361111111111,11.1,18.4,575541.8
26.47057356608479,67.31048387096774,1014.2155913978495,3.260752688172043,11.2,8.0,652678.5
,69.09861111111111,1012.5248611111111,3.4419444444444443,11.4,18.2,627608.0
,67.89232839838493,1012.3943472409152,3.5811574697173625,11.3,7.6,685075.3
,70.22880215343203,1011.7004037685061,3.02557200538358,10.5,78.4,608646.6
