"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"09/03/2023";"1300";"29,4";"30,3";"29,3";"";"";"";"";"";"";"1014,2";"1014,3";"1014,1";"4,5";"80,0";"7,5";"2502,90";"0,0"
"09/03/2023";"1400";"30,4";"30,8";"29,4";"";"";"";"";"";"";"1013,7";"1014,2";"1013,6";"4,3";"77,0";"7,1";"2817,30";"0,0"
"09/03/2023";"1500";"30,0";"30,9";"29,3";"";"";"";"";"";"";"1012,9";"1013,7";"1012,9";"4,5";"79,0";"7,9";"2930,60";"0,0"
"09/03/2023";"1600";"29,8";"30,9";"29,5";"";"";"";"";"";"";"1012,1";"1013,0";"1012,1";"4,5";"72,0";"8,7";"2931,40";"0,0"
"09/03/2023";"1700";"29,6";"30,5";"29,4";"";"";"";"";"";"";"1011,6";"1012,1";"1011,5";"4,3";"76,0";"8,7";"2711,90";"0,0"
"09/03/2023";"1800";"29,8";"30,6";"29,4";"";"";"";"";"";"";"1011,4";"1011,6";"1011,2";"2,5";"69,0";"7,7";"2245,80";"0,0"
"09/03/2023";"1900";"30,0";"30,1";"29,3";"";"";"";"";"";"";"1011,5";"1011,5";"1011,3";"1,7";"84,0";"6,2";"1590,20";"0,0"
"09/03/2023";"2000";"28,9";"30,1";"28,9";"";"";"";"";"";"";"1012,1";"1012,1";"1011,5";"1,3";"31,0";"6,7";"788,00";"0,0"
"09/03/2023";"2100";"28,0";"29,0";"28,0";"";"";"";"";"";"";"1012,9";"1012,9";"1012,1";"2,5";"73,0";"5,9";"137,10";"0,0"
"09/03/2023";"2200";"27,9";"28,1";"27,9";"";"";"";"";"";"";"1013,0";"1013,2";"1012,8";"4,0";"78,0";"7,5";"";"0,0"
"09/03/2023";"2300";"27,7";"28,0";"27,7";"";"";"";"";"";"";"1013,6";"1013,6";"1012,9";"3,7";"79,0";"9,0";"";"0,0"
"10/03/2023";"0000";"27,7";"27,7";"27,6";"";"";"";"";"";"";"1014,2";"1014,2";"1013,6";"3,1";"78,0";"7,1";"";"0,0"
"10/03/2023";"0100";"27,6";"27,7";"27,6";"";"";"";"";"";"";"1013,9";"1014,3";"1013,9";"3,4";"79,0";"6,6";"";"0,0"
"10/03/2023";"0200";"27,6";"27,7";"27,6";"";"";"";"";"";"";"1013,5";"1014,0";"1013,5";"2,9";"77,0";"8,4";"";"0,0"
"10/03/2023";"0300";"27,4";"27,8";"27,3";"";"";"";"";"";"";"1012,9";"1013,6";"1012,9";"3,0";"75,0";"6,6";"";"0,0"
"10/03/2023";"0400";"27,4";"27,5";"27,2";"";"";"";"";"";"";"1012,8";"1013,0";"1012,7";"1,2";"59,0";"6,3";"";"0,0"
"10/03/2023";"0500";"27,5";"27,5";"27,3";"";"";"";"";"";"";"1012,5";"1012,9";"1012,5";"2,6";"76,0";"5,6";"";"0,0"
"10/03/2023";"0600";"27,0";"27,5";"26,8";"";"";"";"";"";"";"1012,2";"1012,6";"1012,2";"1,2";"76,0";"5,6";"";"0,0"
"10/03/2023";"0700";"27,3";"27,3";"26,8";"";"";"";"";"";"";"1012,3";"1012,3";"1012,1";"2,9";"80,0";"5,8";"";"0,0"
"10/03/2023";"0800";"26,9";"27,3";"26,8";"";"";"";"";"";"";"1012,4";"1012,4";"1012,3";"1,2";"70,0";"5,7";"";"0,0"
"10/03/2023";"0900";"26,9";"27,0";"26,4";"";"";"";"";"";"";"1012,8";"1012,8";"1012,4";"0,7";"22,0";"3,1";"18,00";"0,0"
"10/03/2023";"1000";"28,4";"28,4";"26,8";"";"";"";"";"";"";"1013,3";"1013,3";"1012,8";"1,8";"72,0";"5,1";"497,70";"0,0"
"10/03/2023";"1100";"28,5";"28,7";"28,1";"";"";"";"";"";"";"1013,9";"1013,9";"1013,3";"2,4";"72,0";"5,4";"926,20";"0,0"
"10/03/2023";"1200";"29,3";"29,3";"28,2";"";"";"";"";"";"";"1014,1";"1014,2";"1013,9";"1,9";"72,0";"5,9";"1357,20";"0,0"
"10/03/2023";"1300";"29,3";"29,7";"28,3";"";"";"";"";"";"";"1014,2";"1014,3";"1014,0";"3,4";"78,0";"5,9";"2028,40";"0,0"
"10/03/2023";"1400";"29,4";"30,1";"28,8";"";"";"";"";"";"";"1013,8";"1014,3";"1013,8";"3,3";"76,0";"5,9";"2451,80";"0,0"
"10/03/2023";"1500";"30,2";"30,8";"29,1";"";"";"";"";"";"";"1013,2";"1013,8";"1013,2";"2,5";"76,0";"6,2";"2803,20";"0,0"
"10/03/2023";"1600";"29,2";"30,4";"29,0";"";"";"";"";"";"";"1012,6";"1013,2";"1012,6";"2,1";"66,0";"6,5";"2425,60";"0,0"
"10/03/2023";"1700";"29,6";"30,6";"29,2";"";"";"";"";"";"";"1012,1";"1012,6";"1012,1";"2,4";"74,0";"6,0";"2343,40";"0,0"
"10/03/2023";"1800";"29,7";"30,5";"29,0";"";"";"";"";"";"";"1011,8";"1012,1";"1011,8";"1,9";"68,0";"6,1";"2273,80";"0,0"
"10/03/2023";"1900";"28,7";"30,2";"28,7";"";"";"";"";"";"";"1011,6";"1011,8";"1011,5";"3,3";"75,0";"7,5";"1446,80";"0,0"
"10/03/2023";"2000";"28,3";"28,7";"27,9";"";"";"";"";"";"";"1012,0";"1012,0";"1011,6";"0,7";"37,0";"7,5";"375,00";"0,0"
"10/03/2023";"2100";"27,1";"28,7";"27,1";"";"";"";"";"";"";"1012,4";"1012,4";"1012,0";"3,6";"80,0";"6,3";"147,70";"0,0"
"10/03/2023";"2200";"27,2";"27,3";"27,1";"";"";"";"";"";"";"1012,7";"1012,7";"1012,4";"2,0";"73,0";"6,3";"";"0,0"
"10/03/2023";"2300";"27,2";"27,3";"27,2";"";"";"";"";"";"";"1013,0";"1013,0";"1012,7";"2,8";"77,0";"5,8";"";"0,0"
"11/03/2023";"0000";"27,1";"27,4";"26,9";"";"";"";"";"";"";"1013,7";"1013,7";"1013,0";"2,9";"80,0";"6,6";"";"0,0"
"11/03/2023";"0100";"27,1";"27,5";"27,1";"";"";"";"";"";"";"1013,7";"1013,8";"1013,6";"3,8";"78,0";"8,8";"";"0,0"
"11/03/2023";"0200";"26,7";"27,2";"26,4";"";"";"";"";"";"";"1013,3";"1013,8";"1013,3";"2,2";"72,0";"8,8";"";"0,0"
"11/03/2023";"0300";"27,1";"27,1";"26,6";"";"";"";"";"";"";"1012,4";"1013,3";"1012,4";"4,2";"80,0";"7,2";"";"0,0"
"11/03/2023";"0400";"27,2";"27,2";"27,0";"";"";"";"";"";"";"1011,6";"1012,4";"1011,6";"2,5";"75,0";"7,3";"";"0,0"
"11/03/2023";"0500";"27,2";"27,4";"27,1";"";"";"";"";"";"";"1011,2";"1011,6";"1011,1";"3,5";"81,0";"6,6";"";"0,0"
"11/03/2023";"0600";"27,2";"27,3";"27,1";"";"";"";"";"";"";"1010,9";"1011,2";"1010,7";"3,6";"80,0";"6,7";"";"0,0"
"11/03/2023";"0700";"27,0";"27,2";"27,0";"";"";"";"";"";"";"1011,1";"1011,1";"1010,9";"3,2";"79,0";"6,1";"";"0,0"
"11/03/2023";"0800";"27,0";"27,1";"27,0";"";"";"";"";"";"";"1011,2";"1011,3";"1011,0";"2,9";"80,0";"5,8";"";"0,0"
"11/03/2023";"0900";"27,4";"27,4";"27,0";"";"";"";"";"";"";"1011,5";"1011,5";"1011,1";"2,9";"78,0";"5,8";"43,20";"0,0"
"11/03/2023";"1000";"27,6";"27,8";"27,4";"";"";"";"";"";"";"1012,3";"1012,3";"1011,5";"2,9";"80,0";"5,8";"451,20";"0,0"
"11/03/2023";"1100";"28,7";"28,7";"27,6";"";"";"";"";"";"";"1012,8";"1012,8";"1012,2";"3,2";"78,0";"5,3";"1075,30";"0,0"
"11/03/2023";"1200";"29,3";"29,3";"28,4";"";"";"";"";"";"";"1013,0";"1013,0";"1012,8";"3,7";"80,0";"6,2";"1882,60";"0,0"
"11/03/2023";"1300";"28,9";"29,9";"28,9";"";"";"";"";"";"";"1013,0";"1013,1";"1012,9";"3,7";"75,0";"6,6";"2292,90";"0,0"
"11/03/2023";"1400";"29,7";"30,8";"28,8";"";"";"";"";"";"";"1012,8";"1013,0";"1012,7";"3,6";"74,0";"5,9";"2724,30";"0,0"
"11/03/2023";"1500";"30,2";"30,3";"29,4";"";"";"";"";"";"";"1012,2";"1012,8";"1012,2";"3,8";"70,0";"6,6";"2938,60";"0,0"
"11/03/2023";"1600";"30,0";"30,8";"29,6";"";"";"";"";"";"";"1011,7";"1012,2";"1011,6";"2,6";"72,0";"7,0";"2944,40";"0,0"
"11/03/2023";"1700";"29,7";"30,9";"29,4";"";"";"";"";"";"";"1011,1";"1011,7";"1011,1";"3,8";"79,0";"6,3";"2599,80";"0,0"
"11/03/2023";"1800";"29,5";"30,3";"28,6";"";"";"";"";"";"";"1010,9";"1011,2";"1010,9";"2,4";"74,0";"9,0";"2193,60";"0,0"
"11/03/2023";"1900";"29,1";"30,7";"29,0";"";"";"";"";"";"";"1010,5";"1010,9";"1010,4";"1,7";"75,0";"7,7";"1603,10";"0,0"
"11/03/2023";"2000";"28,4";"29,8";"28,3";"";"";"";"";"";"";"1010,9";"1010,9";"1010,5";"1,9";"73,0";"7,1";"853,00";"0,0"
"11/03/2023";"2100";"27,7";"28,5";"27,7";"";"";"";"";"";"";"1011,4";"1011,4";"1010,8";"2,5";"73,0";"6,2";"132,30";"0,0"
"11/03/2023";"2200";"27,4";"27,7";"27,1";"";"";"";"";"";"";"1012,0";"1012,1";"1011,4";"1,0";"54,0";"5,7";"";"0,0"
"11/03/2023";"2300";"27,8";"27,8";"27,4";"";"";"";"";"";"";"1012,3";"1012,3";"1012,0";"2,3";"77,0";"6,4";"";"0,0"
"12/03/2023";"0000";"27,7";"27,9";"27,7";"";"";"";"";"";"";"1012,8";"1012,8";"1012,3";"2,5";"74,0";"6,4";"";"0,0"
"12/03/2023";"0100";"27,7";"27,8";"27,6";"";"";"";"";"";"";"1013,2";"1013,2";"1012,8";"3,2";"80,0";"6,9";"";"0,0"
"12/03/2023";"0200";"27,6";"27,7";"27,6";"";"";"";"";"";"";"1013,2";"1013,4";"1013,1";"3,2";"80,0";"7,0";"";"0,0"
"12/03/2023";"0300";"27,1";"27,6";"27,1";"";"";"";"";"";"";"1012,5";"1013,2";"1012,5";"3,3";"80,0";"6,1";"";"0,0"
"12/03/2023";"0400";"27,1";"27,2";"26,8";"";"";"";"";"";"";"1012,0";"1012,6";"1012,0";"2,8";"79,0";"6,0";"";"0,0"
"12/03/2023";"0500";"27,2";"27,3";"27,1";"";"";"";"";"";"";"1011,3";"1012,0";"1011,3";"1,5";"76,0";"6,8";"";"0,0"
"12/03/2023";"0600";"26,9";"27,3";"26,9";"";"";"";"";"";"";"1011,0";"1011,3";"1010,9";"1,0";"72,0";"4,6";"";"0,0"
"12/03/2023";"0700";"27,1";"27,1";"26,8";"";"";"";"";"";"";"1011,2";"1011,2";"1011,0";"1,7";"72,0";"3,7";"";"0,0"
"12/03/2023";"0800";"27,2";"27,2";"26,9";"";"";"";"";"";"";"1011,5";"1011,6";"1011,2";"1,7";"83,0";"3,8";"";"0,0"
"12/03/2023";"0900";"25,9";"27,2";"25,5";"";"";"";"";"";"";"1011,9";"1011,9";"1011,5";"1,7";"72,0";"6,3";"25,30";"0,4"
"12/03/2023";"1000";"27,0";"27,6";"25,9";"";"";"";"";"";"";"1012,5";"1012,5";"1011,9";"1,1";"61,0";"4,1";"351,50";"0,0"
"12/03/2023";"1100";"28,8";"28,8";"26,5";"";"";"";"";"";"";"1013,1";"1013,2";"1012,5";"2,9";"74,0";"5,0";"1132,80";"0,0"
"12/03/2023";"1200";"29,3";"29,7";"28,5";"";"";"";"";"";"";"1013,2";"1013,2";"1013,1";"3,0";"87,0";"5,6";"2068,90";"0,0"
"12/03/2023";"1300";"29,5";"30,1";"29,0";"";"";"";"";"";"";"1013,1";"1013,3";"1013,1";"3,4";"79,0";"6,2";"2565,20";"0,0"
"12/03/2023";"1400";"29,3";"30,4";"29,3";"";"";"";"";"";"";"1012,7";"1013,2";"1012,7";"3,4";"85,0";"5,8";"2865,40";"0,2"
"12/03/2023";"1500";"29,8";"30,4";"29,2";"";"";"";"";"";"";"1011,9";"1012,7";"1011,8";"3,4";"79,0";"7,1";"3025,90";"0,0"
"12/03/2023";"1600";"30,2";"31,1";"29,6";"";"";"";"";"";"";"1010,9";"1011,8";"1010,8";"3,1";"71,0";"6,2";"2915,80";"0,0"
"12/03/2023";"1700";"29,9";"30,5";"29,3";"";"";"";"";"";"";"1010,1";"1010,9";"1010,1";"3,6";"74,0";"7,0";"2732,80";"0,0"
"12/03/2023";"1800";"29,7";"30,4";"29,4";"";"";"";"";"";"";"1009,9";"1010,2";"1009,9";"2,8";"71,0";"7,2";"2263,90";"0,0"
"12/03/2023";"1900";"29,3";"30,0";"29,1";"";"";"";"";"";"";"1009,9";"1010,0";"1009,8";"2,2";"73,0";"6,7";"1621,90";"0,0"
"12/03/2023";"2000";"28,9";"29,7";"28,9";"";"";"";"";"";"";"1010,2";"1010,2";"1009,8";"1,2";"84,0";"5,7";"816,20";"0,0"
"12/03/2023";"2100";"28,0";"29,0";"27,9";"";"";"";"";"";"";"1010,8";"1010,9";"1010,2";"0,9";"16,0";"4,4";"111,30";"0,0"
"12/03/2023";"2200";"27,4";"28,0";"27,3";"";"";"";"";"";"";"1011,5";"1011,5";"1010,8";"0,8";"360,0";"2,8";"";"0,0"
"12/03/2023";"2300";"27,8";"27,9";"27,4";"";"";"";"";"";"";"1011,8";"1011,9";"1011,5";"2,5";"78,0";"5,9";"";"0,0"
"13/03/2023";"0000";"27,4";"27,8";"27,4";"";"";"";"";"";"";"1012,2";"1012,2";"1011,8";"1,4";"32,0";"5,9";"";"0,0"
"13/03/2023";"0100";"27,3";"27,4";"26,4";"";"";"";"";"";"";"1012,8";"1012,8";"1012,3";"1,8";"82,0";"5,8";"";"0,4"
"13/03/2023";"0200";"27,4";"27,5";"27,2";"";"";"";"";"";"";"1012,5";"1012,9";"1012,5";"2,4";"79,0";"6,1";"";"0,0"
"13/03/2023";"0300";"27,5";"27,5";"27,3";"";"";"";"";"";"";"1012,1";"1012,5";"1012,1";"2,0";"78,0";"6,1";"";"0,0"
"13/03/2023";"0400";"27,3";"27,5";"27,1";"";"";"";"";"";"";"1011,6";"1012,1";"1011,6";"2,6";"79,0";"5,5";"";"0,0"
"13/03/2023";"0500";"27,2";"27,4";"27,1";"";"";"";"";"";"";"1011,0";"1011,6";"1011,0";"1,6";"82,0";"4,7";"";"0,0"
"13/03/2023";"0600";"27,0";"27,2";"26,9";"";"";"";"";"";"";"1010,7";"1011,0";"1010,6";"1,7";"76,0";"4,3";"";"0,0"
"13/03/2023";"0700";"26,9";"27,1";"26,9";"";"";"";"";"";"";"1010,7";"1010,8";"1010,6";"2,3";"79,0";"4,8";"";"0,0"
"13/03/2023";"0800";"27,1";"27,2";"26,9";"";"";"";"";"";"";"1011,0";"1011,0";"1010,6";"2,4";"81,0";"4,4";"";"0,0"
"13/03/2023";"0900";"27,4";"27,4";"27,1";"";"";"";"";"";"";"1011,1";"1011,2";"1010,9";"2,9";"83,0";"5,6";"33,60";"0,0"
"13/03/2023";"1000";"27,6";"27,6";"26,9";"";"";"";"";"";"";"1011,7";"1011,7";"1011,1";"3,1";"69,0";"8,1";"390,40";"0,0"
"13/03/2023";"1100";"28,7";"29,0";"27,5";"";"";"";"";"";"";"1012,5";"1012,5";"1011,7";"3,1";"75,0";"6,0";"1325,40";"0,0"
"13/03/2023";"1200";"29,3";"29,5";"28,6";"";"";"";"";"";"";"1012,7";"1012,8";"1012,5";"3,3";"75,0";"6,2";"2036,50";"0,0"
"13/03/2023";"1300";"29,8";"30,3";"29,1";"";"";"";"";"";"";"1012,6";"1012,8";"1012,5";"3,4";"74,0";"6,1";"2504,10";"0,0"
"13/03/2023";"1400";"29,9";"30,8";"27,7";"";"";"";"";"";"";"1012,4";"1012,6";"1012,3";"2,5";"61,0";"7,6";"2321,50";"0,0"
"13/03/2023";"1500";"30,5";"30,5";"29,0";"";"";"";"";"";"";"1011,8";"1012,4";"1011,7";"4,0";"77,0";"7,4";"2723,60";"0,0"
"13/03/2023";"1600";"29,8";"30,6";"29,4";"";"";"";"";"";"";"1011,0";"1011,8";"1010,9";"4,8";"76,0";"8,1";"2935,50";"0,0"
"13/03/2023";"1700";"29,5";"30,6";"29,4";"";"";"";"";"";"";"1010,7";"1011,1";"1010,5";"2,1";"68,0";"7,8";"2587,50";"0,0"
"13/03/2023";"1800";"28,7";"30,4";"28,7";"";"";"";"";"";"";"1010,6";"1010,8";"1010,6";"2,4";"62,0";"8,0";"1969,80";"0,0"
"13/03/2023";"1900";"28,6";"29,5";"28,2";"";"";"";"";"";"";"1010,5";"1010,6";"1010,4";"2,7";"71,0";"8,0";"1451,90";"0,0"
"13/03/2023";"2000";"27,9";"28,8";"27,8";"";"";"";"";"";"";"1011,0";"1011,0";"1010,5";"1,6";"65,0";"6,6";"395,30";"0,0"
"13/03/2023";"2100";"28,1";"28,1";"27,8";"";"";"";"";"";"";"1011,3";"1011,4";"1011,0";"2,7";"75,0";"6,7";"31,90";"0,0"
"13/03/2023";"2200";"27,9";"28,1";"27,7";"";"";"";"";"";"";"1011,9";"1011,9";"1011,3";"3,9";"77,0";"7,7";"";"0,0"
"13/03/2023";"2300";"28,1";"28,1";"27,8";"";"";"";"";"";"";"1012,3";"1012,3";"1011,8";"3,2";"76,0";"8,1";"";"0,0"
"14/03/2023";"0000";"28,0";"28,1";"28,0";"";"";"";"";"";"";"1012,9";"1012,9";"1012,3";"1,8";"71,0";"7,5";"";"0,0"
"14/03/2023";"0100";"28,1";"28,1";"27,9";"";"";"";"";"";"";"1013,2";"1013,3";"1012,9";"1,5";"54,0";"5,4";"";"0,0"
"14/03/2023";"0200";"28,0";"28,1";"28,0";"";"";"";"";"";"";"1012,8";"1013,2";"1012,8";"2,2";"72,0";"5,8";"";"0,0"
"14/03/2023";"0300";"28,0";"28,1";"27,9";"";"";"";"";"";"";"1012,5";"1012,9";"1012,5";"1,3";"48,0";"5,6";"";"0,0"
"14/03/2023";"0400";"27,8";"28,0";"27,8";"";"";"";"";"";"";"1012,0";"1012,5";"1012,0";"2,2";"73,0";"5,6";"";"0,0"
"14/03/2023";"0500";"26,9";"27,8";"26,9";"";"";"";"";"";"";"1011,5";"1012,0";"1011,5";"1,3";"197,0";"6,2";"";"0,0"
"14/03/2023";"0600";"26,3";"26,9";"25,9";"";"";"";"";"";"";"1011,1";"1011,5";"1011,0";"1,5";"186,0";"5,2";"";"0,0"
"14/03/2023";"0700";"25,7";"26,5";"25,5";"";"";"";"";"";"";"1011,2";"1011,2";"1011,0";"1,3";"192,0";"7,2";"";"0,2"
"14/03/2023";"0800";"25,5";"25,9";"25,5";"";"";"";"";"";"";"1011,3";"1011,3";"1011,2";"1,4";"167,0";"6,6";"";"0,0"
"14/03/2023";"0900";"25,1";"25,7";"25,1";"";"";"";"";"";"";"1011,7";"1011,7";"1011,3";"1,3";"262,0";"2,9";"4,20";"0,4"
"14/03/2023";"1000";"24,7";"25,3";"23,9";"";"";"";"";"";"";"1012,3";"1012,3";"1011,7";"1,5";"230,0";"5,4";"196,70";"4,0"
"14/03/2023";"1100";"27,5";"27,8";"24,7";"";"";"";"";"";"";"1012,8";"1012,9";"1012,3";"0,7";"307,0";"2,8";"986,00";"0,0"
"14/03/2023";"1200";"28,1";"29,5";"27,1";"";"";"";"";"";"";"1012,9";"1012,9";"1012,7";"1,2";"100,0";"4,7";"1626,00";"0,0"
"14/03/2023";"1300";"26,7";"29,1";"26,7";"";"";"";"";"";"";"1013,0";"1013,1";"1012,8";"2,1";"145,0";"5,0";"1893,90";"0,0"
"14/03/2023";"1400";"26,7";"26,7";"25,2";"";"";"";"";"";"";"1013,0";"1013,3";"1013,0";"2,8";"83,0";"6,0";"1350,30";"6,6"
"14/03/2023";"1500";"28,5";"28,5";"26,8";"";"";"";"";"";"";"1012,3";"1013,0";"1012,3";"1,7";"158,0";"4,4";"2373,00";"0,0"
"14/03/2023";"1600";"27,1";"28,9";"27,0";"";"";"";"";"";"";"1011,8";"1012,3";"1011,8";"1,6";"174,0";"8,4";"2103,60";"0,0"
"14/03/2023";"1700";"26,7";"27,1";"25,3";"";"";"";"";"";"";"1011,3";"1011,8";"1011,3";"2,9";"78,0";"6,9";"1212,10";"0,0"
"14/03/2023";"1800";"27,0";"28,0";"26,7";"";"";"";"";"";"";"1010,9";"1011,3";"1010,9";"2,5";"167,0";"5,7";"1639,10";"0,0"
"14/03/2023";"1900";"24,4";"27,1";"24,4";"";"";"";"";"";"";"1011,4";"1011,4";"1010,8";"2,9";"181,0";"7,1";"794,90";"3,2"
"14/03/2023";"2000";"24,7";"25,0";"23,6";"";"";"";"";"";"";"1011,5";"1011,5";"1011,2";"2,3";"187,0";"7,1";"225,20";"9,2"
"14/03/2023";"2100";"24,8";"24,8";"24,2";"";"";"";"";"";"";"1012,1";"1012,1";"1011,5";"1,5";"199,0";"6,0";"48,40";"0,8"
"14/03/2023";"2200";"24,8";"24,8";"24,3";"";"";"";"";"";"";"1012,4";"1012,4";"1012,1";"0,4";"305,0";"4,3";"";"0,2"
"14/03/2023";"2300";"25,1";"25,1";"24,4";"";"";"";"";"";"";"1012,8";"1012,8";"1012,4";"1,3";"62,0";"2,1";"";"0,0"
"15/03/2023";"0000";"24,3";"25,3";"24,3";"";"";"";"";"";"";"1013,2";"1013,2";"1012,8";"1,7";"40,0";"5,7";"0,70";"0,0"
"15/03/2023";"0100";"24,6";"24,6";"24,1";"";"";"";"";"";"";"1013,6";"1013,6";"1013,2";"1,8";"194,0";"4,7";"";"0,2"
"15/03/2023";"0200";"23,4";"24,6";"23,1";"";"";"";"";"";"";"1012,2";"1013,8";"1012,2";"1,5";"32,0";"7,3";"";"1,4"
"15/03/2023";"0300";"23,5";"24,0";"23,4";"";"";"";"";"";"";"1012,6";"1013,0";"1012,2";"1,0";"210,0";"5,1";"";"0,0"
"15/03/2023";"0400";"24,6";"24,8";"23,5";"";"";"";"";"";"";"1012,5";"1012,7";"1012,4";"0,7";"210,0";"3,0";"";"0,0"
"15/03/2023";"0500";"24,1";"24,6";"24,0";"";"";"";"";"";"";"1012,1";"1012,6";"1012,1";"0,8";"253,0";"3,4";"";"0,4"
"15/03/2023";"0600";"23,3";"24,1";"23,3";"";"";"";"";"";"";"1011,5";"1012,1";"1011,5";"1,4";"247,0";"3,6";"";"1,6"
"15/03/2023";"0700";"23,2";"23,5";"22,6";"";"";"";"";"";"";"1010,9";"1011,6";"1010,5";"3,0";"15,0";"7,4";"";"7,8"
"15/03/2023";"0800";"23,1";"23,3";"23,1";"";"";"";"";"";"";"1011,2";"1011,3";"1010,9";"1,5";"264,0";"6,6";"";"1,0"
"15/03/2023";"0900";"23,3";"23,3";"23,1";"";"";"";"";"";"";"1011,5";"1011,5";"1011,1";"1,0";"293,0";"2,7";"27,40";"0,0"
"15/03/2023";"1000";"24,2";"24,3";"23,2";"";"";"";"";"";"";"1013,2";"1013,2";"1011,5";"1,6";"260,0";"3,3";"482,50";"0,0"
"15/03/2023";"1100";"25,2";"25,7";"24,1";"";"";"";"";"";"";"1014,4";"1014,4";"1013,2";"1,8";"314,0";"4,2";"1067,70";"0,0"
"15/03/2023";"1200";"26,6";"27,3";"25,0";"";"";"";"";"";"";"1013,3";"1015,2";"1013,3";"1,8";"325,0";"3,7";"1557,70";"0,0"
"15/03/2023";"1300";"28,1";"28,8";"26,6";"";"";"";"";"";"";"1012,9";"1013,3";"1012,9";"2,1";"62,0";"3,7";"2408,00";"0,0"
"15/03/2023";"1400";"29,1";"29,6";"27,9";"";"";"";"";"";"";"1012,6";"1012,9";"1012,5";"1,6";"108,0";"5,8";"2705,40";"0,2"
"15/03/2023";"1500";"29,7";"29,8";"28,4";"";"";"";"";"";"";"1011,6";"1012,6";"1011,6";"2,1";"163,0";"6,6";"2782,60";"0,0"
"15/03/2023";"1600";"29,5";"29,9";"29,0";"";"";"";"";"";"";"1010,8";"1011,6";"1010,7";"2,0";"139,0";"6,6";"2899,50";"0,0"
"15/03/2023";"1700";"30,2";"30,8";"29,0";"";"";"";"";"";"";"1010,4";"1010,8";"1010,3";"1,8";"163,0";"5,8";"2619,80";"0,0"
"15/03/2023";"1800";"29,7";"30,5";"29,3";"";"";"";"";"";"";"1010,0";"1010,4";"1010,0";"2,5";"181,0";"7,9";"2204,80";"0,0"
"15/03/2023";"1900";"29,6";"29,9";"28,9";"";"";"";"";"";"";"1009,6";"1010,0";"1009,6";"2,6";"180,0";"6,7";"1548,60";"0,0"
"15/03/2023";"2000";"28,5";"29,6";"28,3";"";"";"";"";"";"";"1010,0";"1010,0";"1009,6";"2,4";"178,0";"6,2";"776,10";"0,0"
"15/03/2023";"2100";"27,2";"28,6";"27,2";"";"";"";"";"";"";"1010,4";"1010,4";"1010,0";"1,8";"177,0";"6,2";"124,10";"0,0"
"15/03/2023";"2200";"27,1";"27,3";"27,0";"";"";"";"";"";"";"1011,0";"1011,0";"1010,4";"0,9";"167,0";"3,7";"";"0,0"
"15/03/2023";"2300";"27,2";"27,2";"26,7";"";"";"";"";"";"";"1011,8";"1011,8";"1011,0";"1,3";"175,0";"3,1";"";"0,0"
"16/03/2023";"0000";"26,8";"27,3";"26,6";"";"";"";"";"";"";"1012,2";"1012,2";"1011,8";"0,7";"285,0";"4,0";"";"0,0"
"16/03/2023";"0100";"26,0";"26,7";"25,9";"";"";"";"";"";"";"1012,5";"1012,6";"1012,3";"0,6";"249,0";"2,1";"";"0,0"
"16/03/2023";"0200";"26,3";"26,5";"26,0";"";"";"";"";"";"";"1011,9";"1012,5";"1011,9";"0,5";"239,0";"1,8";"";"0,0"
"16/03/2023";"0300";"26,5";"26,7";"25,7";"";"";"";"";"";"";"1011,4";"1011,9";"1011,4";"0,7";"216,0";"3,1";"";"0,0"
"16/03/2023";"0400";"26,1";"26,6";"25,9";"";"";"";"";"";"";"1010,8";"1011,4";"1010,8";"0,6";"286,0";"3,8";"";"0,0"
"16/03/2023";"0500";"26,1";"26,1";"25,3";"";"";"";"";"";"";"1010,5";"1010,8";"1010,4";"1,0";"180,0";"2,5";"";"0,0"
"16/03/2023";"0600";"25,0";"26,1";"25,0";"";"";"";"";"";"";"1010,3";"1010,5";"1010,3";"1,3";"207,0";"4,8";"";"0,0"
"16/03/2023";"0700";"24,7";"25,0";"24,2";"";"";"";"";"";"";"1010,3";"1010,4";"1010,2";"1,0";"237,0";"2,0";"";"0,0"
"16/03/2023";"0800";"24,0";"24,9";"24,0";"";"";"";"";"";"";"1010,3";"1010,4";"1010,2";"1,4";"228,0";"2,6";"";"0,0"
"16/03/2023";"0900";"24,4";"24,4";"24,0";"";"";"";"";"";"";"1010,8";"1010,8";"1010,3";"1,0";"231,0";"2,0";"43,20";"0,0"
"16/03/2023";"1000";"25,4";"25,5";"24,4";"";"";"";"";"";"";"1011,3";"1011,3";"1010,8";"1,6";"240,0";"3,1";"486,40";"0,0"
"16/03/2023";"1100";"27,5";"27,5";"25,4";"";"";"";"";"";"";"1012,1";"1012,1";"1011,3";"1,2";"217,0";"3,5";"1167,90";"0,0"
